@relation _tm450

@attribute 6c:aa:b3:37:90:d8 integer
@attribute 6c:aa:b3:77:90:d8 integer
@attribute 6c:aa:b3:39:0b:bc integer
@attribute 6c:aa:b3:79:0b:bc integer
@attribute 6c:aa:b3:37:d1:2c integer
@attribute 6c:aa:b3:38:6a:58 integer
@attribute 6c:aa:b3:78:6a:58 integer
@attribute 6c:aa:b3:77:d1:2c integer
@attribute 6c:aa:b3:37:d1:28 integer
@attribute 6c:aa:b3:38:86:e8 integer
@attribute 6c:aa:b3:39:0b:b8 integer
@attribute 6c:aa:b3:77:d1:28 integer
@attribute 6c:aa:b3:78:86:e8 integer
@attribute 6c:aa:b3:79:0b:b8 integer
@attribute 84:18:3a:2c:6b:88 integer
@attribute 84:18:3a:6c:6b:88 integer
@attribute bc:4d:fb:0b:17:e8 integer
@attribute bc:4d:fb:0b:17:ea integer
@attribute 6c:aa:b3:37:c9:68 integer
@attribute 6c:aa:b3:77:c9:68 integer
@attribute 84:18:3a:2c:1b:c8 integer
@attribute 6c:aa:b3:3a:03:18 integer
@attribute 84:18:3a:6c:1b:c8 integer
@attribute 84:18:3a:29:0e:08 integer
@attribute 6c:aa:b3:ba:03:18 integer
@attribute 6c:aa:b3:39:e1:a8 integer
@attribute 6c:aa:b3:b9:e1:a8 integer
@attribute 6c:aa:b3:7a:03:18 integer
@attribute 6c:aa:b3:79:e1:a8 integer
@attribute 84:94:8c:e2:01:f8 integer
@attribute 84:94:8c:e2:01:fa integer
@attribute e8:fc:af:88:91:78 integer
@attribute 6c:aa:b3:ba:03:1c integer
@attribute 6c:aa:b3:7a:03:1c integer
@attribute 6c:aa:b3:3a:03:1c integer
@attribute 84:9c:a6:ca:83:0f integer
@attribute 02:23:08:60:36:48 integer
@attribute 84:18:3a:2b:f2:e8 integer
@attribute 6c:aa:b3:13:23:f8 integer
@attribute 6c:aa:b3:53:23:f8 integer
@attribute 56:5a:04:09:26:9a integer
@attribute 34:31:c4:0a:ea:d2 integer
@attribute 64:66:b3:78:82:8b integer
@attribute 84:18:3a:29:04:58 integer
@attribute 64:66:b3:78:82:8a integer
@attribute 84:18:3a:69:04:58 integer
@attribute 34:31:c4:eb:da:d2 integer
@attribute 08:96:d7:b2:5f:c8 integer
@attribute 34:81:c4:da:84:ba integer
@attribute 08:96:d7:04:e1:fa integer
@attribute 12:a0:96:f6:ec:b3 integer
@attribute 6c:aa:b3:37:90:dc integer
@attribute 6c:aa:b3:77:90:dc integer
@attribute 84:18:3a:69:0e:08 integer
@attribute c0:25:06:83:b3:df integer

@attribute ROOM {2151,2152,2153,2130,2131,2123,2124,}

@data
0,80,0,0,82,62,62,82,68,0,0,67,0,0,76,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2131
75,75,91,91,84,58,58,85,71,0,0,72,0,85,81,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2131
0,0,0,0,83,49,50,83,70,90,0,69,0,0,77,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2131
0,0,0,0,79,53,53,82,73,0,0,72,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2123
0,0,0,0,0,52,51,0,81,79,0,82,80,0,84,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2123
0,0,0,0,83,51,50,83,78,83,0,82,82,0,81,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2123
0,0,0,0,83,51,50,83,76,79,0,76,77,0,74,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2123
0,0,0,0,86,55,52,85,76,79,0,76,77,0,74,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2123
0,0,0,0,87,49,49,86,72,77,0,70,78,0,70,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2123
0,0,92,92,78,52,47,78,67,80,0,67,80,0,68,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2123
81,78,92,92,78,44,43,78,68,76,0,67,76,0,77,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2123
0,0,91,0,79,41,41,83,74,68,0,73,68,0,79,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2124
0,0,0,0,82,48,47,81,74,77,0,73,78,0,69,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2124
0,0,0,0,78,54,53,77,69,72,0,68,73,0,71,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2124
0,0,0,0,85,50,52,84,76,80,0,76,80,0,66,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2124
0,0,0,0,85,62,63,86,71,81,0,72,79,0,66,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2124
0,0,0,0,85,62,56,86,70,75,0,70,78,0,75,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2124
0,0,0,0,72,51,51,72,64,84,0,64,85,0,78,77,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2124
0,0,0,0,83,51,50,85,68,81,0,68,81,0,78,77,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2124
0,0,0,0,80,50,50,80,67,81,0,68,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2124
0,0,0,0,88,53,54,88,73,0,0,74,0,0,72,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2124
83,83,0,0,80,54,54,81,68,83,0,68,84,0,72,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2124
83,83,0,0,75,48,48,75,65,82,0,67,81,0,80,80,0,0,0,0,80,0,81,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2124
79,79,81,82,58,59,58,59,58,84,75,58,81,77,70,69,0,0,78,80,80,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2151
76,77,84,85,72,47,48,72,49,75,0,48,74,0,82,81,0,0,0,0,81,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2151
74,73,82,82,66,42,43,66,60,68,65,60,69,67,70,72,0,0,82,83,79,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2151
74,73,81,81,70,47,48,70,50,73,68,51,73,69,71,70,0,0,80,83,77,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2151
68,67,90,89,75,40,41,75,53,70,73,53,76,73,71,70,0,0,80,0,77,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2151
63,64,82,82,68,40,41,67,49,74,68,50,71,68,72,72,0,0,0,0,77,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2151
63,63,82,82,68,39,38,69,50,73,69,50,76,68,71,73,0,0,0,0,75,85,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2151
64,65,85,85,67,38,39,68,50,77,69,49,78,68,73,73,0,0,0,0,75,85,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2151
70,70,85,85,67,38,39,68,51,71,71,52,73,70,79,80,0,0,0,0,75,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2151
70,69,83,83,56,41,42,58,59,72,78,59,72,80,79,80,0,0,0,0,75,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2152
69,70,83,83,53,41,41,53,60,62,78,60,64,78,0,0,0,0,81,81,81,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2152
75,74,86,86,60,35,35,60,62,64,0,59,64,78,65,65,0,0,81,81,75,0,77,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2152
71,71,95,93,58,34,33,60,52,55,73,52,55,77,63,64,0,0,0,0,83,0,83,0,86,0,0,86,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2152
75,75,95,93,63,35,33,0,56,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2152
70,69,0,0,69,35,35,70,55,66,77,55,66,78,67,67,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2152
70,69,86,87,61,36,36,61,55,61,77,53,61,78,67,66,0,0,80,0,78,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2152
71,70,90,90,60,38,38,60,50,56,0,50,58,0,60,59,0,0,0,0,77,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2152
71,82,89,89,71,37,38,72,56,68,69,57,68,68,64,64,0,0,0,0,78,0,79,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2152
72,72,92,92,59,41,42,59,49,65,72,50,65,73,64,64,0,0,0,0,79,85,78,0,84,0,0,87,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2152
83,83,91,91,66,39,39,66,46,65,72,46,64,72,0,0,0,0,0,0,79,85,78,0,84,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2152
83,83,85,86,66,26,26,66,48,64,73,48,64,70,62,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2152
76,76,85,86,66,33,33,65,51,68,73,50,68,78,62,63,0,0,0,0,81,0,82,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2152
76,76,0,0,57,55,56,60,43,68,0,42,68,78,73,70,0,0,0,0,78,0,77,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2153
77,77,0,0,61,46,46,62,50,72,0,51,71,0,73,81,0,0,0,0,81,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2153
67,67,81,80,67,56,57,67,53,78,0,52,78,78,76,77,0,0,73,74,69,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2153
71,65,81,80,71,42,43,71,53,78,75,53,81,74,69,68,0,0,73,74,69,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2153
71,70,81,81,69,44,45,69,53,81,75,54,78,74,70,70,0,0,0,78,80,0,80,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2153
71,70,83,82,69,42,42,69,57,74,73,58,73,73,71,73,0,0,0,78,80,0,82,0,0,0,0,0,0,0,87,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2153
70,69,82,84,69,46,46,70,62,71,73,63,72,73,71,73,81,0,0,0,0,0,82,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2153
70,68,79,80,70,54,53,71,50,73,0,50,72,0,71,0,81,0,76,78,82,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2153
75,75,81,81,67,56,55,70,50,73,0,50,77,80,76,78,0,0,76,78,82,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2153
76,66,81,80,71,49,50,71,52,77,70,51,78,71,77,78,0,0,0,0,79,0,80,0,0,0,0,0,0,84,0,0,92,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2153
88,0,0,0,83,51,51,84,69,79,0,70,77,0,75,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2131
88,0,0,0,82,55,56,82,79,81,0,79,80,0,75,75,0,0,0,0,84,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2130
0,0,0,0,80,55,57,80,69,82,0,67,84,0,78,77,0,0,0,0,79,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2130
0,0,0,0,78,49,49,81,69,81,0,69,81,0,70,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2130
0,0,0,0,82,51,51,81,65,79,0,64,78,0,70,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2130
0,0,0,0,88,48,49,85,63,81,0,63,81,0,69,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2130
82,83,0,0,80,48,48,80,63,73,0,63,73,0,76,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2130
82,83,0,0,80,46,46,80,66,77,0,67,78,0,79,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2130
82,82,0,0,78,49,49,79,73,79,0,73,78,0,72,72,0,0,0,0,78,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2130
82,82,0,0,81,46,46,81,65,69,0,65,68,0,71,72,0,0,0,0,85,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2130
0,0,0,0,78,36,38,77,71,76,0,72,75,0,71,72,0,0,0,0,85,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2130
80,78,0,0,72,41,40,72,67,72,0,66,73,0,72,71,0,0,0,0,86,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2130
81,81,0,0,84,47,47,84,68,73,0,69,73,0,75,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2131
82,82,0,0,83,45,44,83,71,72,0,71,70,0,69,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2131
82,82,0,0,78,45,45,77,73,75,0,73,75,0,72,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2131
0,0,0,0,83,45,46,83,70,75,0,70,75,0,69,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2131
0,0,0,0,91,63,63,89,70,81,0,70,81,0,71,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2131
0,0,0,0,89,54,55,89,70,81,0,71,87,0,67,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2131
81,78,0,0,87,53,53,85,74,77,0,75,78,0,75,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2131
75,76,0,0,85,46,46,87,67,84,0,67,84,0,69,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2131
83,85,0,0,82,46,47,82,67,84,0,67,84,0,81,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2131
83,85,0,0,83,49,50,83,73,0,0,75,0,0,72,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2131
0,0,0,0,83,58,58,83,71,84,0,70,83,0,75,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2131
0,0,0,0,83,56,55,83,70,82,85,70,82,0,78,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2131
79,77,0,0,82,61,62,81,71,0,0,71,0,0,79,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2123
80,78,0,0,83,59,59,82,67,84,0,68,85,0,78,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2123
80,85,0,0,87,62,62,85,75,84,0,73,85,0,78,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2123
0,85,0,0,89,66,67,89,75,0,0,73,0,0,79,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2123
0,0,0,0,88,51,51,88,73,79,0,73,78,0,72,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2123
85,84,0,0,89,60,60,90,78,79,0,80,78,0,81,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2123
85,84,0,0,89,54,55,90,72,0,0,72,84,0,78,78,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2123
81,81,0,0,91,57,56,89,72,81,0,72,82,0,78,81,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2123
85,82,0,0,91,50,50,89,67,81,0,67,82,0,77,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2123
83,81,0,0,0,52,53,0,68,81,0,68,81,0,70,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2123
83,81,0,0,85,51,51,85,73,84,0,73,83,0,72,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2123
88,0,0,0,86,49,49,88,74,84,0,74,83,0,82,82,83,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2123
79,78,0,0,84,43,43,84,71,75,0,71,75,0,73,73,83,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2123
81,80,0,0,85,48,47,88,67,75,0,68,75,0,77,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2123
82,83,0,93,81,41,41,85,70,64,0,70,63,0,69,69,86,0,0,0,0,0,0,0,0,0,0,0,0,85,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2124
0,0,0,0,76,41,40,76,71,67,0,71,67,0,68,69,0,0,0,0,86,0,0,0,0,0,0,0,0,85,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2124
84,83,0,0,84,35,35,83,68,70,0,68,71,0,71,70,0,87,0,0,86,0,0,0,0,0,0,0,0,81,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2124
84,83,0,0,77,43,43,79,77,72,0,78,73,0,75,78,0,87,0,0,0,0,0,0,0,0,0,0,0,81,84,86,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,2124
0,0,0,0,82,51,51,81,66,81,0,65,81,0,76,76,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0,86,0,0,0,85,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,2124
0,0,0,0,82,44,44,81,69,80,0,66,79,0,75,77,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,82,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,2124
0,0,0,0,83,53,53,83,67,80,0,67,79,0,76,76,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,83,0,0,0,0,0,80,81,0,0,0,0,0,0,0,0,0,0,0,0,2124
0,0,0,0,77,44,45,77,69,0,0,70,0,0,76,77,80,83,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,82,0,0,0,0,0,80,81,0,0,0,0,0,0,0,0,0,0,0,0,2124
0,0,0,0,78,46,46,78,63,80,0,60,82,0,73,74,0,83,0,0,0,0,0,0,0,0,0,0,0,80,0,87,0,0,0,82,82,0,0,0,0,80,85,0,0,0,0,0,0,0,0,0,0,0,0,2124
0,0,0,0,82,57,57,85,71,81,0,72,80,0,80,81,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,87,0,0,0,81,82,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,2124
0,0,0,0,82,59,60,85,72,90,0,73,80,0,75,74,81,79,0,0,0,0,0,0,0,0,0,0,0,0,80,84,0,0,0,84,75,0,0,0,0,81,85,0,0,0,0,0,0,0,0,0,0,0,0,2124
0,0,0,0,75,54,54,75,60,86,0,60,0,0,84,74,81,79,0,0,0,0,0,0,0,0,0,0,0,0,80,84,0,0,0,84,75,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,2124
0,0,0,0,75,56,56,75,69,79,0,69,78,0,73,73,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2124
80,81,0,0,75,51,53,75,66,79,0,64,78,0,73,73,78,0,0,0,80,0,80,0,0,0,0,0,0,0,0,0,0,0,0,84,82,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,2124
75,73,83,83,74,46,46,75,44,69,78,45,70,76,66,66,0,0,79,81,80,82,80,0,84,0,0,84,0,88,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2151
75,74,83,83,64,46,46,65,45,82,78,46,81,76,66,65,0,0,79,81,80,0,80,0,0,0,0,0,0,88,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2151
73,74,83,83,65,51,52,65,54,82,0,54,92,0,66,65,0,0,0,0,84,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2151
72,72,83,83,69,42,42,70,49,71,0,49,77,0,73,74,0,0,0,0,79,0,77,0,0,0,0,0,0,85,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2151
63,62,77,78,69,46,46,70,59,75,0,60,74,0,69,68,0,0,84,86,79,0,79,0,0,0,0,0,0,85,87,0,89,89,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2151
